SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,player_name,season,player_id,season_type
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500421,2025-12-23T00:00:00,DET @ SAC,W,32.483333333333334,10,15,0.667,0,0,0.0,3,7,0.429,7,6,13,4,1,0,2,1,3,4,23,-2,49.6,1,0,44.0,1,1,1,1,8,5,4,12,1,1,1,17,11,27,3,14,9,2,16,19,2,13,12,13,7,24,7,1,1,7,1,32:29,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500408,2025-12-22T00:00:00,DET @ POR,W,23.616666666666667,11,15,0.733,0,0,0.0,4,6,0.667,6,4,10,2,0,1,2,1,4,4,26,16,50.0,1,0,44.0,1,1,1,1,26,3,4,8,1,1,1,13,13,13,6,24,17,9,29,8,2,13,18,13,4,8,6,1,1,7,1,23:37,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500390,2025-12-20T00:00:00,DET vs. CHA,W,24.648333333333333,9,16,0.563,0,0,0.0,1,2,0.5,5,6,11,2,1,1,0,1,3,2,19,13,37.2,1,0,34.0,1,1,1,1,24,7,2,23,1,1,1,24,23,20,10,14,14,9,16,8,19,13,12,20,12,10,16,1,1,16,1,24:39,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500376,2025-12-18T00:00:00,DET @ DAL,L,34.401666666666664,8,20,0.4,0,0,0.0,1,2,0.5,10,3,13,1,1,2,0,7,2,2,17,-21,39.1,1,0,35.0,1,23,23,23,4,9,1,30,1,1,1,24,23,20,1,26,9,19,16,3,19,31,5,20,17,31,13,1,1,14,1,34:24,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022501222,2025-12-15T00:00:00,DET @ BOS,W,29.083333333333332,3,6,0.5,0,0,0.0,0,0,0.0,0,3,3,0,1,2,2,1,4,1,6,-1,20.6,0,0,17.0,1,1,1,1,16,29,29,26,1,1,1,28,29,28,29,26,31,25,16,3,2,13,18,26,30,22,28,19,1,29,1,29:05,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022501210,2025-12-12T00:00:00,DET vs. ATL,W,24.266666666666666,6,10,0.6,0,0,0.0,2,4,0.5,2,5,7,2,0,1,1,3,2,2,14,8,31.4,0,0,27.0,1,1,1,1,25,15,18,17,1,1,1,19,17,20,22,20,23,9,29,8,9,27,5,20,22,12,20,19,1,25,1,24:16,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500353,2025-12-06T00:00:00,DET vs. MIL,W,32.61666666666667,6,8,0.75,0,0,0.0,4,5,0.8,4,12,16,1,1,0,1,0,2,3,16,27,38.7,1,0,35.0,1,1,1,1,7,15,24,4,1,1,1,13,16,9,16,2,3,19,16,19,9,1,5,18,19,2,14,1,1,14,1,32:37,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500342,2025-12-05T00:00:00,DET vs. POR,W,27.003333333333334,6,11,0.545,0,0,0.0,6,9,0.667,2,6,8,0,6,0,1,2,5,7,18,-1,24.6,0,0,28.0,1,1,1,1,22,15,15,25,1,1,1,8,6,13,22,14,20,25,1,19,9,22,26,4,15,22,25,19,1,23,1,27:00,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500331,2025-12-03T00:00:00,DET @ MIL,L,25.923333333333332,4,7,0.571,0,0,0.0,0,1,0.0,5,1,6,3,1,1,0,2,6,1,8,18,21.7,0,0,19.0,1,23,23,23,23,27,27,22,1,1,1,28,27,28,10,31,25,3,16,8,19,22,31,26,28,5,27,19,1,27,1,25:55,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500309,2025-12-01T00:00:00,DET vs. ATL,W,32.31666666666667,9,12,0.75,0,0,0.0,3,4,0.75,6,5,11,0,3,0,0,0,1,3,21,3,31.2,1,0,32.0,1,1,1,1,9,7,9,4,1,1,1,17,17,10,6,20,14,25,9,19,19,1,2,18,9,19,22,1,1,18,1,32:19,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500072,2025-11-28T00:00:00,DET vs. ORL,L,31.183333333333334,5,8,0.625,0,0,0.0,6,6,1.0,2,10,12,2,5,1,4,3,3,5,16,22,43.4,1,0,40.0,1,23,23,23,11,23,24,16,1,1,1,8,13,1,22,4,12,9,2,8,1,27,12,10,19,3,10,1,1,10,1,31:11,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500060,2025-11-26T00:00:00,DET @ BOS,L,30.291666666666668,4,10,0.4,0,0,0.0,4,6,0.667,6,10,16,1,3,0,0,3,3,4,12,6,29.7,1,0,29.0,1,23,23,23,13,27,18,30,1,1,1,13,13,13,6,4,3,19,9,19,19,27,12,13,25,15,24,1,1,22,1,30:18,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500283,2025-11-24T00:00:00,DET @ IND,W,30.295,6,10,0.6,0,0,0.0,5,8,0.625,5,7,12,2,3,0,0,0,5,5,17,7,31.4,1,0,31.0,1,1,1,1,12,15,18,17,1,1,1,10,7,18,10,10,12,9,9,19,19,1,26,10,17,14,20,1,1,19,1,30:18,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500272,2025-11-22T00:00:00,DET @ MIL,W,27.35,7,10,0.7,0,0,0.0,5,8,0.625,0,6,6,5,3,0,0,0,1,6,19,15,30.7,0,0,30.0,1,1,1,1,21,13,18,11,1,1,1,10,7,18,29,14,25,1,9,19,19,1,2,8,12,9,23,19,1,20,1,27:21,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500251,2025-11-18T00:00:00,DET @ ATL,W,28.883333333333333,8,12,0.667,0,0,0.0,8,11,0.727,4,4,8,3,2,2,1,2,4,8,24,4,45.1,0,0,41.0,1,1,1,1,17,9,9,12,1,1,1,3,3,11,16,24,20,3,14,3,9,22,18,3,5,18,9,19,1,9,1,28:53,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500242,2025-11-17T00:00:00,DET vs. IND,W,28.56833333333333,12,13,0.923,0,0,0.0,7,11,0.636,5,10,15,3,1,0,0,0,3,6,31,20,52.5,1,0,49.0,1,1,1,1,18,2,8,1,1,1,1,5,3,16,10,4,6,3,16,19,19,1,12,8,2,4,3,1,1,1,1,28:34,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500199,2025-11-10T00:00:00,DET vs. WAS,W,39.82,6,10,0.6,0,0,0.0,7,11,0.636,7,7,14,3,5,2,0,2,2,7,19,-6,41.3,1,0,40.0,1,1,1,1,1,15,18,17,1,1,1,5,3,16,3,10,7,3,2,3,19,22,5,4,12,26,11,1,1,10,1,39:49,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500195,2025-11-09T00:00:00,DET @ PHI,W,37.38333333333333,8,11,0.727,0,0,0.0,5,7,0.714,4,12,16,1,3,2,2,0,5,5,21,6,50.7,1,0,46.0,1,1,1,1,2,9,15,9,1,1,1,10,11,12,16,2,3,19,9,3,2,1,26,10,9,15,5,1,1,6,1,37:23,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500031,2025-11-07T00:00:00,DET @ BKN,W,30.15,11,14,0.786,0,0,0.0,8,8,1.0,2,9,11,0,1,3,0,0,4,9,30,8,51.2,1,0,47.0,1,1,1,1,14,3,7,3,1,1,1,3,7,1,22,8,14,25,16,2,19,1,18,1,3,12,4,1,1,4,1,30:09,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500172,2025-11-05T00:00:00,DET vs. UTA,W,34.61666666666667,10,15,0.667,0,0,0.0,2,4,0.5,7,15,22,3,1,0,1,1,2,2,22,18,54.9,1,0,49.0,1,1,1,1,3,5,4,12,1,1,1,19,17,20,3,1,1,3,16,19,9,13,5,20,8,5,1,1,1,1,1,34:37,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500161,2025-11-03T00:00:00,DET @ MEM,W,34.36666666666667,5,11,0.455,0,0,0.0,4,4,1.0,3,6,9,3,2,1,1,3,2,2,14,13,33.3,0,0,30.0,1,1,1,1,5,23,15,29,1,1,1,13,17,1,20,14,19,3,14,8,9,27,5,20,22,10,18,19,1,20,1,34:22,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500147,2025-11-01T00:00:00,DET @ DAL,W,29.1,13,16,0.813,0,0,0.0,7,8,0.875,5,5,10,2,0,1,1,0,5,7,33,28,54.0,1,0,49.0,1,1,1,1,15,1,2,2,1,1,1,5,7,8,10,20,17,9,29,8,9,1,26,4,1,1,2,1,1,1,1,29:06,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500129,2025-10-29T00:00:00,DET vs. ORL,W,32.68833333333333,5,9,0.556,0,0,0.0,11,12,0.917,6,7,13,2,5,0,1,1,3,7,21,18,37.6,1,0,38.0,1,1,1,1,6,23,23,24,1,1,1,2,2,7,6,10,9,9,2,19,9,13,12,4,9,5,15,1,1,12,1,32:41,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500007,2025-10-27T00:00:00,DET vs. CLE,L,20.583333333333332,3,5,0.6,0,0,0.0,2,4,0.5,1,6,7,2,4,1,2,0,4,4,8,-9,24.4,0,0,23.0,1,23,23,23,28,29,30,17,1,1,1,19,17,20,27,14,23,9,6,8,2,1,18,13,28,27,26,19,1,26,1,20:35,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500106,2025-10-26T00:00:00,DET vs. BOS,W,28.216666666666665,6,12,0.5,0,0,0.0,12,13,0.923,8,10,18,1,4,0,2,2,4,9,24,2,49.1,1,0,47.0,1,1,1,1,19,15,9,26,1,1,1,1,1,6,2,4,2,19,6,19,2,22,18,1,5,20,8,1,1,4,1,28:13,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500093,2025-10-24T00:00:00,DET @ HOU,W,12.0,3,4,0.75,0,0,0.0,0,0,0.0,3,3,6,0,1,1,1,0,2,1,6,5,18.2,0,0,16.0,1,1,1,1,31,29,31,4,1,1,1,28,29,28,20,26,25,25,16,8,9,1,5,26,30,17,30,19,1,30,1,12:00,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500084,2025-10-22T00:00:00,DET @ CHI,L,19.753333333333334,7,12,0.583,0,0,0.0,1,2,0.5,4,2,6,1,1,1,2,1,4,2,15,-9,31.7,0,0,28.0,1,23,23,23,29,13,9,21,1,1,1,24,23,20,16,29,25,19,16,8,2,13,18,20,21,27,19,19,1,23,1,19:45,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500442,2025-12-28T00:00:00,OKC vs. PHI,W,19.653333333333332,2,6,0.333,0,0,0.0,1,1,1.0,0,3,3,3,2,1,1,2,4,1,5,13,17.1,0,0,15.0,1,1,1,1,23,19,14,22,1,5,1,13,17,1,23,19,24,7,8,7,5,23,17,15,20,7,23,9,1,23,1,19:39,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500010,2025-12-25T00:00:00,OKC vs. SAS,L,23.516666666666666,5,7,0.714,0,0,0.0,3,4,0.75,3,9,12,3,1,1,0,0,1,2,13,-1,33.9,1,0,30.0,1,20,20,20,19,10,11,9,1,5,1,3,4,7,13,6,7,7,19,7,13,1,2,10,9,17,8,1,1,7,1,23:31,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500417,2025-12-23T00:00:00,OKC @ SAS,L,25.65,4,7,0.571,0,0,0.0,0,0,0.0,5,7,12,0,3,0,0,0,5,0,8,-9,19.4,0,0,20.0,1,20,20,20,16,14,11,16,1,5,1,18,20,18,2,9,7,21,3,18,13,1,19,22,16,24,21,9,1,21,1,25:39,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500385,2025-12-19T00:00:00,OKC @ MIN,L,27.515,0,2,0.0,0,0,0.0,1,2,0.5,3,7,10,0,2,0,1,0,3,1,1,9,14.0,0,0,13.0,1,20,20,20,11,24,23,24,1,5,1,13,11,11,13,9,13,21,8,18,5,1,13,15,24,11,24,9,1,24,1,27:31,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022501230,2025-12-13T00:00:00,OKC @ SAS,L,20.231666666666666,5,9,0.556,0,0,0.0,0,0,0.0,8,1,9,1,3,1,1,1,3,1,10,-7,25.3,0,0,24.0,1,20,20,20,21,10,9,17,1,5,1,18,20,18,1,24,15,20,3,7,5,15,13,15,13,22,18,9,1,16,1,20:14,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500064,2025-11-26T00:00:00,OKC vs. MIN,W,28.045,6,10,0.6,0,0,0.0,3,6,0.5,2,5,7,2,0,1,1,1,1,3,15,-1,32.4,0,0,28.0,1,1,1,1,10,7,6,14,1,5,1,3,1,11,17,16,19,15,24,7,5,15,2,7,6,17,11,9,1,11,1,28:03,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500280,2025-11-23T00:00:00,OKC vs. POR,W,22.216666666666665,3,9,0.333,0,0,0.0,1,2,0.5,2,12,14,3,2,0,3,2,2,1,7,18,35.3,0,0,30.0,1,1,1,1,20,17,9,22,1,5,1,13,11,11,17,3,2,7,8,18,1,23,6,15,18,3,6,9,1,7,1,22:13,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500055,2025-11-21T00:00:00,OKC @ UTA,W,23.716666666666665,5,5,1.0,0,0,0.0,2,4,0.5,1,5,6,7,4,1,0,0,2,2,12,5,28.7,0,0,27.0,1,1,1,1,17,10,17,1,1,5,1,6,4,11,22,16,23,2,1,7,13,1,6,10,10,16,15,9,1,14,1,23:43,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500261,2025-11-19T00:00:00,OKC vs. SAC,W,26.516666666666666,1,2,0.5,0,0,0.0,2,2,1.0,4,8,12,3,1,0,2,0,5,3,4,8,27.9,0,0,23.0,1,1,1,1,13,23,23,19,1,5,1,6,11,1,8,8,7,7,19,18,3,1,19,7,22,13,17,9,1,17,1,26:31,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500247,2025-11-17T00:00:00,OKC @ NOP,W,26.833333333333332,7,10,0.7,0,1,0.0,2,3,0.667,5,2,7,6,2,4,1,0,1,2,16,19,46.4,0,0,39.0,1,1,1,1,12,4,6,10,1,1,1,6,8,9,2,23,19,3,8,1,5,1,2,10,4,2,3,9,1,3,1,26:50,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500229,2025-11-15T00:00:00,OKC @ CHA,W,30.366666666666667,6,10,0.6,0,0,0.0,0,0,0.0,5,7,12,5,2,1,0,0,3,0,12,-1,34.9,1,0,31.0,1,1,1,1,6,7,6,14,1,5,1,18,20,18,2,9,7,4,8,7,13,1,13,22,10,17,7,1,1,6,1,30:22,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500222,2025-11-12T00:00:00,OKC vs. LAL,W,20.166666666666668,5,6,0.833,0,0,0.0,1,2,0.5,2,6,8,0,2,1,0,0,2,1,11,14,21.6,0,0,21.0,1,1,1,1,22,10,14,3,1,5,1,13,11,11,17,15,16,21,8,7,13,1,6,15,12,6,20,9,1,19,1,20:10,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500210,2025-11-11T00:00:00,OKC vs. GSW,W,19.546666666666667,4,5,0.8,0,0,0.0,0,0,0.0,4,3,7,2,3,0,1,0,2,0,8,13,19.4,0,0,19.0,1,1,1,1,24,14,17,5,1,5,1,18,20,18,8,19,19,15,3,18,5,1,6,22,16,7,21,9,1,22,1,19:33,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500194,2025-11-09T00:00:00,OKC @ MEM,W,30.288333333333334,8,11,0.727,0,0,0.0,2,4,0.5,4,9,13,2,3,0,1,1,5,3,18,8,36.6,1,0,35.0,1,1,1,1,7,2,3,7,1,5,1,6,4,11,8,6,6,15,3,18,5,15,19,7,2,13,5,1,1,4,1,30:17,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500038,2025-11-07T00:00:00,OKC @ SAC,W,30.616666666666667,14,17,0.824,0,0,0.0,5,6,0.833,3,16,19,3,2,1,3,1,2,5,33,32,70.3,1,0,63.0,1,1,1,1,5,1,1,4,1,5,1,1,1,5,13,1,1,7,8,7,1,15,6,2,1,1,1,1,1,1,1,30:37,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500180,2025-11-05T00:00:00,OKC @ POR,L,31.166666666666668,3,4,0.75,0,1,0.0,4,5,0.8,4,7,11,3,4,2,0,0,3,4,10,-3,29.7,1,0,28.0,1,20,20,20,3,17,20,6,1,1,1,2,3,6,8,9,12,7,1,3,13,1,13,4,13,20,14,1,1,11,1,31:10,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500170,2025-11-04T00:00:00,OKC @ LAC,W,23.533333333333335,4,6,0.667,0,0,0.0,2,2,1.0,2,5,7,3,1,4,0,1,2,2,10,11,33.9,0,0,28.0,1,1,1,1,18,14,14,11,1,5,1,6,11,1,17,16,19,7,19,1,13,15,6,10,13,10,8,9,1,11,1,23:32,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500148,2025-11-02T00:00:00,OKC vs. NOP,W,25.793333333333333,6,7,0.857,0,0,0.0,2,3,0.667,4,10,14,8,2,1,1,0,4,4,14,13,46.8,1,0,40.0,1,1,1,1,14,7,11,2,1,5,1,6,8,9,8,5,2,1,8,7,5,1,17,4,7,7,2,1,1,2,1,25:48,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500140,2025-10-30T00:00:00,OKC vs. WAS,W,25.72833333333333,7,11,0.636,0,0,0.0,3,4,0.75,5,3,8,5,3,2,0,1,2,6,17,15,37.1,0,0,34.0,1,1,1,1,15,4,3,13,1,5,1,3,4,7,2,19,16,4,3,3,13,15,6,1,3,5,4,9,1,5,1,25:44,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500126,2025-10-28T00:00:00,OKC vs. SAC,W,30.816666666666666,2,3,0.667,0,0,0.0,0,1,0.0,2,12,14,3,2,1,2,0,1,1,4,-5,32.3,0,0,27.0,1,1,1,1,4,19,22,11,1,5,1,18,17,18,17,3,2,7,8,7,3,1,2,15,22,21,13,9,1,14,1,30:49,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500119,2025-10-27T00:00:00,OKC @ DAL,W,29.876666666666665,8,11,0.727,0,0,0.0,0,0,0.0,5,7,12,0,1,1,0,1,5,2,16,-7,32.4,1,0,30.0,1,1,1,1,8,2,3,7,1,5,1,18,20,18,2,9,7,21,19,7,13,15,19,10,4,22,11,1,1,7,1,29:53,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500101,2025-10-25T00:00:00,OKC @ ATL,W,29.016666666666666,7,13,0.538,0,1,0.0,0,1,0.0,3,7,10,2,2,2,0,1,0,1,14,16,33.0,1,0,30.0,1,1,1,1,9,4,2,18,1,1,1,18,17,18,13,9,13,15,8,3,13,15,1,15,7,4,10,1,1,7,1,29:01,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500005,2025-10-23T00:00:00,OKC @ IND,W,36.88666666666666,2,4,0.5,0,0,0.0,1,3,0.333,0,14,14,2,2,0,0,0,5,4,5,6,22.8,0,0,21.0,1,1,1,1,1,19,20,19,1,5,1,13,8,17,23,2,2,15,8,18,13,1,19,4,20,15,19,9,1,19,1,36:53,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1628392,Isaiah Hartenstein,Isaiah,1610612760,OKC,Oklahoma City Thunder,0022500001,2025-10-21T00:00:00,OKC vs. HOU,W,36.84166666666667,2,5,0.4,0,1,0.0,2,2,1.0,5,3,8,5,1,2,0,0,6,5,6,9,28.1,0,0,23.0,1,1,1,1,2,19,17,21,1,1,1,6,11,1,2,19,16,4,19,3,13,1,24,2,19,11,16,9,1,17,1,36:51,1,Isaiah Hartenstein,2025-26,1628392,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500479,2026-01-02T00:00:00,ATL @ NYK,W,38.0,7,14,0.5,1,3,0.333,3,6,0.5,1,9,10,11,4,2,0,2,1,4,18,11,48.5,1,1,44.0,1,1,1,1,10,22,24,19,16,18,18,20,9,30,15,13,15,8,9,4,13,23,3,10,25,8,19,1,1,20,1,38:00,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500463,2025-12-31T00:00:00,ATL vs. MIN,W,32.21666666666667,15,22,0.682,3,6,0.5,1,1,1.0,2,8,10,6,3,2,1,0,1,1,34,12,61.0,1,0,59.0,1,1,1,1,26,2,3,3,5,7,6,30,31,1,8,19,15,25,17,4,4,1,3,30,4,7,7,1,8,7,1,32:13,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500435,2025-12-27T00:00:00,ATL vs. NYK,L,37.07,7,16,0.438,1,3,0.333,5,6,0.833,0,9,9,12,2,0,2,1,3,3,20,4,52.8,1,0,46.0,1,17,17,17,15,22,17,27,16,18,18,10,9,19,22,13,21,3,24,30,1,10,21,14,23,11,13,1,8,16,1,37:04,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500423,2025-12-26T00:00:00,ATL vs. MIA,L,37.68333333333333,10,17,0.588,1,6,0.167,3,4,0.75,0,9,9,10,4,1,0,0,2,4,24,-5,48.8,1,0,46.0,1,17,17,17,12,7,14,10,16,7,23,20,18,25,22,13,21,10,9,11,13,1,12,10,14,20,18,1,8,16,1,37:41,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500411,2025-12-23T00:00:00,ATL vs. CHI,L,38.86333333333334,11,23,0.478,1,7,0.143,1,3,0.333,0,9,9,10,5,1,2,1,3,3,24,-14,53.8,1,0,50.0,1,17,17,17,8,4,2,23,16,5,25,30,23,32,22,13,21,10,6,11,1,10,21,14,14,27,12,1,8,12,1,38:52,1,Jalen Johnson,2025-26,1630552,Regular Season
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,Atlanta Hawks,0022500396,2025-12-21T00:00:00,ATL vs. CHI,L,35.583333333333336,12,20,0.6,2,6,0.333,10,11,0.909,3,8,11,9,2,0,0,2,2,7,36,-5,60.7,1,0,58.0,1,17,17,17,16,3,6,8,8,7,18,2,3,17,5,19,10,12,24,30,13,23,12,3,3,20,8,1,8,8,1,35:35,1,Jalen Johnson,2025-26,1630552,Regular Season
