SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,player_name,season,player_id,season_type
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022501220,2025-12-14T00:00:00,MIN vs. SAC,W,20.066666666666666,3,4,0.75,0,0,0.0,1,6,0.167,5,7,12,3,1,0,1,1,1,4,7,9,27.9,0,0,24.0,1,1,1,1,34,24,28,14,1,1,1,20,7,28,8,16,11,5,14,16,15,22,3,16,27,11,21,14,1,21,1,20:04,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022501215,2025-12-12T00:00:00,MIN @ GSW,W,35.17666666666667,11,13,0.846,0,0,0.0,2,3,0.667,4,10,14,1,0,2,1,0,4,4,24,8,51.3,1,0,45.0,1,1,1,1,9,1,1,8,1,1,1,12,19,5,14,5,7,19,25,1,15,1,23,16,2,13,3,1,1,2,1,35:11,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500365,2025-12-08T00:00:00,MIN vs. PHX,L,20.983333333333334,7,9,0.778,0,0,0.0,1,2,0.5,5,3,8,1,0,1,0,1,2,2,15,0,29.1,0,0,26.0,1,22,22,22,33,4,5,13,1,1,1,20,22,11,8,31,24,19,25,6,28,22,9,27,5,21,20,14,1,19,1,20:59,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500355,2025-12-06T00:00:00,MIN vs. LAC,W,32.7,1,1,1.0,0,0,0.0,2,4,0.5,2,5,7,2,2,0,1,0,6,4,4,-9,16.4,0,0,15.0,1,1,1,1,18,32,34,1,1,1,1,12,12,11,26,25,29,12,6,16,15,1,32,16,32,30,31,14,1,33,1,32:42,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500337,2025-12-04T00:00:00,MIN @ NOP,W,23.95,5,8,0.625,0,0,0.0,5,8,0.625,6,6,12,3,1,0,1,0,1,5,15,0,35.9,1,0,32.0,1,1,1,1,31,11,7,26,1,1,1,2,2,10,4,19,11,5,14,16,15,1,3,10,5,21,12,1,1,11,1,23:57,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500321,2025-12-02T00:00:00,MIN @ NOP,W,38.05,9,10,0.9,0,0,0.0,8,10,0.8,4,9,13,2,0,1,1,0,5,10,26,9,50.6,1,0,45.0,1,1,1,1,4,2,2,4,1,1,1,1,1,2,14,8,9,12,25,6,15,1,29,1,1,11,4,1,1,2,1,38:03,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500306,2025-11-30T00:00:00,MIN vs. SAS,W,24.033333333333335,4,6,0.667,0,0,0.0,0,1,0.0,2,6,8,2,0,0,0,0,1,2,8,-8,20.6,0,0,18.0,1,1,1,1,30,15,16,19,1,1,1,29,29,29,26,19,24,12,25,16,28,1,3,27,24,28,29,14,1,29,1,24:02,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500293,2025-11-29T00:00:00,MIN vs. BOS,W,30.095,5,6,0.833,0,0,0.0,2,3,0.667,2,6,8,3,0,0,0,0,1,4,12,15,26.1,0,0,23.0,1,1,1,1,22,11,16,9,1,1,1,12,19,5,26,19,24,5,25,16,28,1,3,16,12,7,23,14,1,24,1,30:06,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500064,2025-11-26T00:00:00,MIN @ OKC,L,32.211666666666666,1,3,0.333,0,0,0.0,3,8,0.375,3,9,12,3,1,0,3,1,4,7,5,0,31.9,0,0,26.0,1,22,22,22,19,32,30,33,1,1,1,5,2,23,20,8,11,5,14,16,5,22,23,2,31,21,16,14,1,19,1,32:13,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500292,2025-11-24T00:00:00,MIN @ SAC,L,40.74333333333333,4,6,0.667,0,0,0.0,3,4,0.75,5,8,13,1,2,0,2,0,3,6,11,5,32.1,1,0,29.0,1,22,22,22,1,15,16,19,1,1,1,5,12,3,8,12,9,19,6,16,9,1,17,4,14,19,15,1,1,16,1,40:45,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500053,2025-11-21T00:00:00,MIN @ PHX,L,34.74166666666667,5,10,0.5,0,0,0.0,2,4,0.5,7,5,12,4,2,0,1,0,5,6,12,6,33.4,1,0,30.0,1,22,22,22,10,11,2,28,1,1,1,12,12,11,1,25,11,2,6,16,15,1,29,4,12,16,14,1,1,13,1,34:45,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500259,2025-11-19T00:00:00,MIN vs. WAS,W,36.083333333333336,4,5,0.8,0,0,0.0,1,2,0.5,7,8,15,3,4,0,1,0,4,7,9,6,30.5,0,0,29.0,1,1,1,1,6,15,25,10,1,1,1,20,22,11,1,12,5,5,1,16,15,1,23,2,19,16,19,14,1,16,1,36:05,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500246,2025-11-17T00:00:00,MIN vs. DAL,W,29.1,6,8,0.75,0,0,0.0,3,6,0.5,5,4,9,4,2,2,1,0,0,5,15,19,38.8,0,0,34.0,1,1,1,1,24,6,7,14,1,1,1,5,7,11,8,27,21,2,6,1,15,1,1,10,5,5,10,14,1,9,1,29:06,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500232,2025-11-15T00:00:00,MIN vs. DEN,L,23.166666666666668,2,3,0.667,0,0,0.0,0,0,0.0,2,4,6,0,4,0,3,0,4,1,4,-22,16.2,0,0,16.0,1,22,22,22,32,30,30,19,1,1,1,29,31,29,26,27,31,30,1,16,5,1,23,33,32,33,32,14,1,31,1,23:10,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500044,2025-11-14T00:00:00,MIN vs. SAC,W,34.33166666666666,4,6,0.667,0,0,0.0,3,8,0.375,2,6,8,1,1,1,1,0,3,6,11,14,27.1,0,0,24.0,1,1,1,1,11,15,16,19,1,1,1,5,2,23,26,19,24,19,14,6,15,1,17,4,14,8,22,14,1,21,1,34:20,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500205,2025-11-10T00:00:00,MIN @ UTA,W,33.583333333333336,7,8,0.875,0,0,0.0,0,1,0.0,3,9,12,1,2,0,2,1,5,5,14,8,33.9,1,0,31.0,1,1,1,1,16,4,7,6,1,1,1,29,29,29,20,8,11,19,6,16,9,22,29,10,9,13,13,1,1,12,1,33:35,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500197,2025-11-09T00:00:00,MIN @ SAC,W,33.766666666666666,9,10,0.9,0,0,0.0,1,2,0.5,1,11,12,1,1,1,5,0,1,4,19,21,51.9,1,0,44.0,1,1,1,1,14,2,2,4,1,1,1,20,22,11,33,4,11,19,14,6,2,1,3,16,3,4,2,1,1,4,1,33:46,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500036,2025-11-07T00:00:00,MIN vs. UTA,W,28.783333333333335,4,6,0.667,0,0,0.0,0,0,0.0,3,6,9,2,2,1,3,0,3,2,8,24,31.8,0,0,27.0,1,1,1,1,25,15,16,19,1,1,1,29,31,29,20,19,21,12,6,6,5,1,17,27,24,3,17,14,1,18,1,28:47,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500175,2025-11-05T00:00:00,MIN @ NYK,L,28.198333333333334,3,3,1.0,0,0,0.0,1,2,0.5,3,6,9,0,2,0,0,0,2,5,7,-8,15.8,0,0,16.0,1,22,22,22,27,24,30,1,1,1,1,20,22,11,20,19,21,30,6,16,28,1,9,10,27,28,33,14,1,31,1,28:12,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500156,2025-11-03T00:00:00,MIN @ BKN,W,33.68333333333333,6,6,1.0,0,0,0.0,3,6,0.5,4,8,12,1,3,0,1,0,4,5,15,27,30.9,1,0,30.0,1,1,1,1,15,6,16,1,1,1,1,5,7,11,14,12,11,19,4,16,15,1,23,10,5,2,18,1,1,13,1,33:41,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500143,2025-11-01T00:00:00,MIN @ CHA,W,35.32666666666667,6,9,0.667,0,0,0.0,2,3,0.667,3,12,15,5,1,2,2,1,0,3,14,31,50.5,1,0,42.0,1,1,1,1,8,6,5,19,1,1,1,12,19,5,20,2,5,1,14,1,9,22,1,25,9,1,5,1,1,5,1,35:20,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500136,2025-10-29T00:00:00,MIN vs. LAL,L,38.21666666666667,4,5,0.8,0,0,0.0,1,2,0.5,2,4,6,2,3,0,2,0,3,4,9,7,22.2,0,0,21.0,1,22,22,22,3,15,25,10,1,1,1,20,22,11,26,27,31,12,4,16,9,1,17,16,19,15,28,14,1,26,1,38:13,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500008,2025-10-27T00:00:00,MIN vs. DEN,L,26.45,3,7,0.429,0,0,0.0,2,2,1.0,2,3,5,1,1,1,2,1,4,2,8,-18,23.5,0,0,20.0,1,22,22,22,29,24,11,31,1,1,1,12,22,1,26,31,34,19,14,6,9,22,23,27,24,32,27,14,1,27,1,26:27,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500110,2025-10-26T00:00:00,MIN vs. IND,W,33.998333333333335,6,7,0.857,0,0,0.0,2,7,0.286,4,14,18,1,1,0,2,0,2,6,14,6,42.1,1,0,37.0,1,1,1,1,12,6,11,7,1,1,1,12,5,25,14,1,1,19,14,16,9,1,9,4,9,16,8,1,1,7,1,33:60,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500019,2025-10-24T00:00:00,MIN @ LAL,L,28.166666666666668,1,2,0.5,0,0,0.0,0,0,0.0,5,2,7,2,1,0,0,0,3,2,2,-6,12.4,0,0,11.0,1,22,22,22,28,32,33,28,1,1,1,29,31,29,8,34,29,12,14,16,28,1,17,27,34,27,34,14,1,34,1,28:10,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0022500089,2025-10-22T00:00:00,MIN @ POR,W,31.85333333333333,3,4,0.75,0,0,0.0,4,6,0.667,3,3,6,0,0,0,1,1,6,4,10,0,20.2,0,0,18.0,1,1,1,1,20,24,28,14,1,1,1,3,7,5,20,31,31,30,25,16,15,22,32,16,18,21,30,14,1,29,1,31:51,1,Rudy Gobert,2025-26,203497,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500395,2025-12-20T00:00:00,LAC vs. LAL,W,10.783333333333333,2,3,0.667,0,0,0.0,1,1,1.0,1,1,2,1,1,0,0,0,0,1,5,13,7.9,0,0,8.0,1,1,1,1,28,28,28,9,1,1,1,14,20,1,25,28,28,20,19,11,19,1,1,24,28,5,28,17,1,28,1,10:47,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500369,2025-12-18T00:00:00,LAC @ OKC,L,31.683333333333334,3,7,0.429,0,0,0.0,5,6,0.833,3,8,11,3,2,0,2,2,1,4,11,-14,32.7,1,0,29.0,1,8,8,8,17,24,23,25,1,1,1,3,4,11,13,13,14,9,9,11,2,25,4,5,20,25,22,1,1,22,1,31:41,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022501226,2025-12-15T00:00:00,LAC vs. MEM,L,33.126666666666665,3,6,0.5,0,0,0.0,0,0,0.0,3,10,13,2,4,0,1,1,3,2,6,-12,23.6,0,0,23.0,1,8,8,8,14,24,25,21,1,1,1,22,23,22,13,6,6,13,2,11,9,12,15,21,27,23,24,17,1,24,1,33:08,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022501205,2025-12-11T00:00:00,LAC @ HOU,L,34.53333333333333,13,14,0.929,0,0,0.0,7,11,0.636,4,3,7,1,1,1,2,0,2,7,33,9,50.9,0,0,47.0,1,8,8,8,9,2,4,1,1,1,1,1,1,16,10,25,23,20,19,3,2,1,9,2,1,6,2,17,1,2,1,34:32,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500355,2025-12-06T00:00:00,LAC @ MIN,L,38.42333333333333,7,14,0.5,0,0,0.0,1,5,0.2,6,7,13,2,3,0,1,2,4,8,15,4,33.6,1,0,32.0,1,8,8,8,3,11,4,21,1,1,1,14,5,21,2,15,6,13,3,11,9,25,22,1,13,10,19,1,1,14,1,38:25,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500347,2025-12-05T00:00:00,LAC @ MEM,L,34.78333333333333,4,6,0.667,0,0,0.0,2,2,1.0,1,5,6,1,2,1,0,0,3,3,10,-12,19.7,0,0,19.0,1,8,8,8,7,21,25,9,1,1,1,10,15,1,25,21,26,20,9,3,19,1,15,12,21,23,26,17,1,26,1,34:47,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500327,2025-12-03T00:00:00,LAC @ ATL,W,33.016666666666666,6,8,0.75,0,0,0.0,2,3,0.667,3,14,17,5,3,0,0,0,1,3,14,18,38.9,1,0,36.0,1,1,1,1,15,16,21,3,1,1,1,10,9,13,13,1,4,2,3,11,19,1,4,12,14,2,9,1,1,7,1,33:01,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500313,2025-12-01T00:00:00,LAC @ MIA,L,30.545,7,13,0.538,0,0,0.0,2,3,0.667,3,10,13,2,1,0,1,1,1,3,16,4,36.6,1,0,33.0,1,8,8,8,20,11,9,19,1,1,1,10,9,13,13,6,6,13,19,11,9,12,4,12,11,10,13,1,1,12,1,30:33,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500300,2025-11-29T00:00:00,LAC vs. DAL,L,37.89,8,12,0.667,0,0,0.0,3,3,1.0,2,9,11,4,2,1,1,0,5,4,19,4,42.2,1,0,38.0,1,8,8,8,4,9,12,9,1,1,1,7,9,1,20,10,14,4,9,3,9,1,25,5,7,10,5,1,1,6,1,37:53,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500079,2025-11-28T00:00:00,LAC vs. MEM,L,39.14333333333333,4,11,0.364,0,0,0.0,1,1,1.0,3,9,12,5,2,0,2,1,3,4,9,-8,34.9,0,0,30.0,1,8,8,8,2,21,17,28,1,1,1,14,20,1,13,10,10,2,9,11,2,12,15,5,23,17,16,17,1,18,1,39:09,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500059,2025-11-25T00:00:00,LAC @ LAL,L,36.916666666666664,5,12,0.417,0,0,0.0,0,2,0.0,6,4,10,4,1,1,2,1,5,3,10,-11,36.0,1,0,30.0,1,8,8,8,5,19,12,26,1,1,1,22,15,22,2,23,19,4,19,3,2,12,25,12,21,21,14,1,1,18,1,36:55,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500278,2025-11-23T00:00:00,LAC @ CLE,L,32.91,15,22,0.682,0,0,0.0,3,3,1.0,7,11,18,4,2,0,0,1,3,4,33,6,58.6,1,0,55.0,1,8,8,8,16,1,1,8,1,1,1,7,9,1,1,5,2,4,9,11,19,12,15,5,1,9,1,1,1,1,1,32:55,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500268,2025-11-22T00:00:00,LAC @ CHA,W,29.856666666666666,9,12,0.75,0,0,0.0,0,0,0.0,2,7,9,6,1,0,1,0,1,2,18,17,39.8,0,0,35.0,1,1,1,1,22,5,12,3,1,1,1,22,23,22,20,15,20,1,19,11,9,1,4,21,9,3,8,17,1,9,1,29:51,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500264,2025-11-20T00:00:00,LAC @ ORL,L,31.566666666666666,7,16,0.438,0,0,0.0,0,0,0.0,5,14,19,0,1,0,0,1,2,2,14,-8,35.8,1,0,33.0,1,8,8,8,19,11,2,24,1,1,1,22,23,22,5,1,1,28,19,11,19,12,9,21,14,17,15,1,1,12,1,31:34,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500243,2025-11-17T00:00:00,LAC @ PHI,L,33.93,7,13,0.538,0,0,0.0,0,0,0.0,5,8,13,1,0,1,0,0,1,0,14,-7,34.1,1,0,30.0,1,8,8,8,10,11,9,19,1,1,1,22,23,22,5,13,6,20,27,3,19,1,4,28,14,16,18,1,1,18,1,33:56,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500233,2025-11-16T00:00:00,LAC @ BOS,L,33.62833333333333,6,10,0.6,0,0,0.0,4,4,1.0,2,10,12,2,1,1,1,0,4,4,16,-15,38.4,1,0,34.0,1,8,8,8,11,16,18,14,1,1,1,5,6,1,20,6,10,13,19,3,9,1,22,5,11,27,10,1,1,10,1,33:38,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500046,2025-11-14T00:00:00,LAC @ DAL,W,46.18333333333333,11,15,0.733,0,0,0.0,5,7,0.714,4,7,11,2,5,1,1,1,4,5,27,25,44.2,1,0,44.0,1,1,1,1,1,3,3,5,1,1,1,3,3,12,10,15,14,13,1,3,9,12,22,4,3,1,3,1,1,3,1,46:11,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500224,2025-11-12T00:00:00,LAC vs. DEN,L,31.57,9,14,0.643,0,0,0.0,0,0,0.0,6,3,9,1,2,0,2,1,2,1,18,-10,34.3,0,0,32.0,1,8,8,8,18,5,4,12,1,1,1,22,23,22,2,25,20,20,9,11,2,12,9,24,9,19,17,17,1,14,1,31:34,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500206,2025-11-10T00:00:00,LAC vs. ATL,L,30.12,6,10,0.6,0,0,0.0,1,4,0.25,3,9,12,1,2,0,2,1,3,3,13,1,32.9,1,0,30.0,1,8,8,8,21,16,18,14,1,1,1,14,6,20,13,10,10,20,9,11,2,12,15,12,19,14,20,1,1,18,1,30:07,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500190,2025-11-08T00:00:00,LAC vs. PHX,L,35.11666666666667,10,12,0.833,0,0,0.0,1,2,0.5,2,13,15,4,3,0,0,1,3,1,21,-10,42.0,1,0,40.0,1,8,8,8,6,4,12,2,1,1,1,14,15,17,20,3,5,4,3,11,19,12,15,24,5,19,6,1,1,4,1,35:07,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500182,2025-11-06T00:00:00,LAC @ PHX,L,27.151666666666667,8,14,0.571,0,0,0.0,7,8,0.875,5,6,11,2,2,2,0,0,2,6,23,-11,43.2,1,0,40.0,1,8,8,8,24,9,4,18,1,1,1,1,2,10,5,19,14,13,9,1,19,1,9,3,4,21,4,1,1,4,1,27:09,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500170,2025-11-04T00:00:00,LAC vs. OKC,L,25.616666666666667,3,8,0.375,0,0,0.0,1,2,0.5,4,3,7,2,2,2,0,3,2,4,7,7,22.4,0,0,20.0,1,8,8,8,25,24,21,27,1,1,1,14,15,17,10,25,23,13,9,1,19,28,9,5,26,8,25,17,1,25,1,25:37,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500164,2025-11-03T00:00:00,LAC vs. MIA,L,33.43333333333333,4,9,0.444,0,0,0.0,1,2,0.5,5,13,18,3,3,1,1,1,5,4,9,-6,38.1,0,0,34.0,1,8,8,8,13,21,20,23,1,1,1,14,15,17,5,3,2,9,3,3,9,12,25,5,23,15,11,17,1,10,1,33:26,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500027,2025-10-31T00:00:00,LAC vs. NOP,W,33.61,5,7,0.714,0,0,0.0,4,4,1.0,1,10,11,1,0,0,3,0,5,3,14,2,37.7,1,0,32.0,1,1,1,1,12,19,23,6,1,1,1,5,6,1,25,6,14,20,27,11,1,1,25,12,14,13,12,1,1,14,1,33:37,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500127,2025-10-28T00:00:00,LAC @ GSW,L,24.133333333333333,7,12,0.583,0,0,0.0,0,0,0.0,5,7,12,1,3,0,1,1,0,1,14,-14,29.9,1,0,29.0,1,8,8,8,27,11,12,17,1,1,1,22,23,22,5,15,10,20,3,11,9,12,1,24,14,25,23,1,1,22,1,24:08,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500112,2025-10-26T00:00:00,LAC vs. POR,W,34.593333333333334,9,14,0.643,0,0,0.0,3,3,1.0,2,6,8,3,1,0,2,1,3,3,21,8,40.1,0,0,36.0,1,1,1,1,8,5,4,12,1,1,1,7,9,1,20,19,22,9,19,11,2,12,15,12,5,7,7,17,1,7,1,34:36,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500099,2025-10-24T00:00:00,LAC vs. PHX,W,24.666666666666668,3,5,0.6,0,0,0.0,2,3,0.667,0,5,5,4,3,0,0,0,2,3,8,15,17.0,0,0,17.0,1,1,1,1,26,24,27,14,1,1,1,10,9,13,28,21,27,4,3,11,19,1,9,12,25,4,27,17,1,27,1,24:40,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,LA Clippers,0022500087,2025-10-22T00:00:00,LAC @ UTA,L,27.183333333333334,9,13,0.692,0,0,0.0,1,1,1.0,3,4,7,3,2,0,1,2,0,3,19,-21,32.9,0,0,31.0,1,8,8,8,23,5,9,7,1,1,1,14,20,1,13,23,23,9,9,11,9,25,1,12,7,28,20,17,1,17,1,27:11,1,Ivica Zubac,2025-26,1627826,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500472,2026-01-01T00:00:00,DET vs. MIA,L,18.345,6,12,0.5,0,0,0.0,0,0,0.0,0,5,5,0,1,1,0,0,1,0,12,-17,20.0,0,0,19.0,1,23,23,23,30,15,9,26,1,1,1,28,29,28,29,20,29,25,16,8,19,1,2,31,25,29,29,19,1,27,1,18:21,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500460,2025-12-30T00:00:00,DET @ LAL,W,27.516666666666666,6,8,0.75,0,0,0.0,2,4,0.5,1,7,8,2,5,5,0,1,4,4,14,1,36.6,0,0,34.0,1,1,1,1,20,15,24,4,1,1,1,19,17,20,27,10,20,9,2,1,19,13,18,13,22,21,17,19,1,16,1,27:31,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500445,2025-12-28T00:00:00,DET @ LAC,L,31.433333333333334,8,12,0.667,0,0,0.0,2,2,1.0,5,9,14,2,1,0,1,0,0,1,18,-17,39.8,1,0,36.0,1,23,23,23,10,9,9,12,1,1,1,19,23,1,10,8,7,9,16,19,9,1,1,26,15,29,12,1,1,13,1,31:26,1,Jalen Duren,2025-26,1631105,Regular Season
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,Detroit Pistons,0022500430,2025-12-26T00:00:00,DET @ UTA,L,21.516666666666666,5,7,0.714,0,0,0.0,1,1,1.0,2,2,4,0,4,0,0,1,5,1,11,-3,11.8,0,0,15.0,1,23,23,23,27,23,27,10,1,1,1,24,27,1,22,29,30,25,6,19,19,13,26,26,27,25,31,19,1,31,1,21:31,1,Jalen Duren,2025-26,1631105,Regular Season
