SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC,TEAM_COUNT,SEASON
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100207,2021-11-15T00:00:00,OKC vs. MIA,L,31.533333333333335,3,10,0.3,0,5,0.0,0,0,0.0,2,7,9,9,4,1,2,0,1,1,6,-4,35.3,0,0,30.0,1,18,18,18,29,40,37,41,34,10,34,26,27,26,15,12,17,10,8,10,1,1,9,31,47,26,18,17,5,27,1,31:32,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100221,2021-11-17T00:00:00,OKC vs. HOU,W,33.6,7,14,0.5,0,2,0.0,0,0,0.0,1,10,11,2,3,0,1,0,3,0,14,1,30.2,1,0,29.0,1,1,1,1,15,10,18,12,34,40,34,26,27,26,30,6,8,53,25,38,5,1,44,43,21,13,31,1,5,31,1,33:36,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100234,2021-11-19T00:00:00,OKC @ MIL,L,31.89,6,12,0.5,0,3,0.0,2,4,0.5,6,6,12,4,2,0,0,0,0,2,14,-16,32.4,1,0,30.0,1,18,18,18,26,19,26,12,34,33,34,10,4,17,1,19,4,38,36,38,17,1,1,15,21,46,28,1,5,27,1,31:53,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100243,2021-11-20T00:00:00,OKC @ BOS,L,28.585,5,13,0.385,4,6,0.667,1,2,0.5,2,6,8,3,2,1,0,1,1,1,15,-27,30.1,0,0,32.0,1,18,18,18,44,25,21,35,1,4,4,19,15,17,15,19,23,46,36,10,17,27,9,31,16,53,33,17,5,22,1,28:35,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100255,2021-11-22T00:00:00,OKC @ ATL,L,31.116666666666667,6,13,0.462,0,5,0.0,3,3,1.0,2,5,7,8,3,1,2,0,1,3,15,-13,41.4,0,0,36.0,1,18,18,18,30,19,21,20,34,10,34,5,11,1,15,31,27,12,25,10,1,1,9,7,16,41,6,17,5,10,1,31:07,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100276,2021-11-24T00:00:00,OKC vs. UTA,L,33.733333333333334,8,15,0.533,3,4,0.75,0,0,0.0,0,7,7,8,6,0,0,3,3,2,19,0,33.4,0,0,37.0,1,18,18,18,14,4,12,9,2,23,2,26,27,26,45,12,27,12,2,38,17,48,44,15,4,14,24,17,5,8,1,33:44,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100286,2021-11-26T00:00:00,OKC vs. WAS,L,28.8,4,12,0.333,0,2,0.0,3,4,0.75,1,6,7,4,1,1,0,3,1,2,11,2,27.4,0,0,24.0,1,18,18,18,42,33,26,39,34,40,34,5,4,11,30,19,27,38,46,10,17,48,9,15,31,11,39,17,5,40,1,28:48,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100308,2021-11-29T00:00:00,OKC @ HOU,L,24.966666666666665,1,9,0.111,0,5,0.0,0,0,0.0,0,5,5,7,2,1,2,2,2,0,2,-7,25.5,0,0,20.0,1,18,18,18,50,53,45,53,34,10,34,26,27,26,45,31,40,20,36,10,1,42,28,43,53,32,41,17,5,48,1,24:58,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100354,2021-12-06T00:00:00,OKC @ DET,W,30.128333333333334,5,6,0.833,0,1,0.0,2,2,1.0,0,0,0,5,4,1,0,0,2,3,12,2,18.5,0,0,19.0,1,1,1,1,38,25,52,1,34,51,34,10,15,1,45,54,54,32,8,10,17,1,28,7,29,11,52,17,5,49,1,30:08,1,2021-22
2021-22,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0022100371,2021-12-08T00:00:00,OKC @ TOR,W,30.835,5,12,0.417,3,5,0.6,0,0,0.0,0,4,4,8,5,0,1,2,3,2,13,6,27.8,0,0,30.0,1,1,1,1,33,25,26,27,2,10,5,26,27,26,45,41,48,12,6,38,5,42,44,15,27,5,37,17,5,27,1,30:50,1,2021-22
