SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME_x,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_NAME_y,abbreviation,SEASON,SEASON_TYPE
22021,1610612748,MIA,Miami Heat,0022100015,2021-10-21,MIA vs. MIL,W,240,51,96,0.531,15,35,0.429,20,31,0.645,11,47,58,28,8,2,11,26,137,42,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100028,2021-10-23,MIA @ IND,L,265,35,91,0.385,9,33,0.273,12,14,0.857,10,45,55,18,4,2,22,25,91,-11,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100045,2021-10-25,MIA vs. ORL,W,240,41,87,0.471,6,27,0.222,19,19,1.0,9,33,42,28,10,2,11,19,107,17,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100057,2021-10-27,MIA @ BKN,W,240,38,96,0.396,8,29,0.276,22,26,0.846,17,45,62,21,6,2,15,19,106,13,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100073,2021-10-29,MIA vs. CHA,W,240,43,91,0.473,9,35,0.257,19,19,1.0,16,44,60,23,6,3,18,20,114,15,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100084,2021-10-30,MIA @ MEM,W,240,46,88,0.523,21,37,0.568,16,19,0.842,11,39,50,31,12,2,18,17,129,26,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100104,2021-11-02,MIA @ DAL,W,240,43,83,0.518,13,25,0.52,26,30,0.867,9,36,45,25,6,5,7,25,125,15,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100121,2021-11-04,MIA vs. BOS,L,240,28,81,0.346,9,41,0.22,13,19,0.684,13,32,45,18,8,0,18,19,78,-17,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100134,2021-11-06,MIA vs. UTA,W,240,47,78,0.603,11,21,0.524,13,17,0.765,7,29,36,30,3,1,14,18,118,3,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100151,2021-11-08,MIA @ DEN,L,240,31,78,0.397,13,36,0.361,21,25,0.84,6,31,37,22,3,3,13,20,96,-17,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100170,2021-11-10,MIA @ LAL,L,265,40,96,0.417,10,37,0.27,27,35,0.771,11,36,47,26,14,2,14,25,117,-3,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100173,2021-11-11,MIA @ LAC,L,240,43,97,0.443,9,41,0.22,14,17,0.824,18,32,50,18,9,4,15,21,109,-3,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100185,2021-11-13,MIA @ UTA,W,240,42,85,0.494,13,33,0.394,14,16,0.875,13,35,48,23,6,3,21,25,111,6,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100207,2021-11-15,MIA @ OKC,W,240,37,82,0.451,18,40,0.45,11,13,0.846,8,37,45,22,11,5,19,13,103,13,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100217,2021-11-17,MIA vs. NOP,W,240,42,87,0.483,15,40,0.375,14,17,0.824,10,29,39,29,6,2,11,25,113,15,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100225,2021-11-18,MIA vs. WAS,W,240,41,82,0.5,10,26,0.385,20,24,0.833,7,34,41,27,10,1,6,13,112,15,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100241,2021-11-20,MIA @ WAS,L,240,38,81,0.469,7,27,0.259,17,20,0.85,10,27,37,21,7,3,14,26,100,-3,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100263,2021-11-23,MIA @ DET,W,240,35,76,0.461,9,29,0.31,21,29,0.724,12,39,51,22,9,3,17,19,100,8,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100274,2021-11-24,MIA @ MIN,L,240,33,74,0.446,15,42,0.357,20,29,0.69,4,36,40,25,6,2,21,25,101,-12,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100296,2021-11-27,MIA @ CHI,W,240,37,86,0.43,14,40,0.35,19,22,0.864,9,27,36,23,13,1,10,19,107,3,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100306,2021-11-29,MIA vs. DEN,L,240,43,91,0.473,15,44,0.341,10,15,0.667,12,27,39,32,2,1,9,18,111,-9,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100323,2021-12-01,MIA vs. CLE,L,240,32,85,0.376,12,37,0.324,9,13,0.692,9,19,28,21,8,4,13,17,85,-26,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100333,2021-12-03,MIA @ IND,W,240,43,81,0.531,16,34,0.471,11,13,0.846,9,29,38,24,5,6,13,22,113,9,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100344,2021-12-04,MIA @ MIL,L,240,34,84,0.405,17,43,0.395,17,24,0.708,9,30,39,29,6,5,15,17,102,-22,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100356,2021-12-06,MIA vs. MEM,L,240,35,76,0.461,6,22,0.273,14,17,0.824,7,29,36,26,11,6,23,19,90,-15,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100370,2021-12-08,MIA vs. MIL,W,240,40,77,0.519,22,47,0.468,11,12,0.917,6,36,42,32,6,6,22,23,113,9,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100394,2021-12-11,MIA vs. CHI,W,240,46,93,0.495,19,43,0.442,7,9,0.778,12,38,50,37,8,6,10,21,118,26,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100404,2021-12-13,MIA @ CLE,L,240,38,85,0.447,13,40,0.325,5,9,0.556,11,28,39,26,4,4,16,15,94,-11,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100419,2021-12-15,MIA @ PHI,W,240,35,78,0.449,18,44,0.409,13,17,0.765,9,35,44,25,5,3,18,18,101,5,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100433,2021-12-17,MIA @ ORL,W,240,41,82,0.5,19,35,0.543,14,19,0.737,14,32,46,25,5,5,17,14,115,10,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100449,2021-12-19,MIA @ DET,L,240,28,74,0.378,13,43,0.302,21,33,0.636,8,31,39,23,4,3,13,27,90,-10,1,Miami Heat,MIA,2021-22,Regular Season
22021,1610612748,MIA,Miami Heat,0022100465,2021-12-21,MIA vs. IND,W,240,47,95,0.495,22,49,0.449,9,11,0.818,15,38,53,30,5,5,11,21,125,29,1,Miami Heat,MIA,2021-22,Regular Season
