SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME_x,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_NAME_y,abbreviation,SEASON,SEASON_TYPE
22019,1610612738,BOS,Boston Celtics,0021900008,2019-10-23,BOS @ PHI,L,240,33,90,0.367,7,26,0.269,20,34,0.588,10,31,41,18,4,2,11,29,93,-14,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900017,2019-10-25,BOS vs. TOR,W,240,42,109,0.385,13,38,0.342,15,16,0.938,21,35,56,21,10,8,10,20,112,6,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900029,2019-10-26,BOS @ NYK,W,240,42,93,0.452,15,41,0.366,19,29,0.655,13,33,46,24,14,9,13,26,118,23,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900058,2019-10-30,BOS vs. MIL,W,240,41,92,0.446,17,41,0.415,17,21,0.81,5,40,45,25,4,4,10,20,116,11,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900072,2019-11-01,BOS vs. NYK,W,240,33,74,0.446,11,34,0.324,27,29,0.931,3,41,44,21,7,4,14,16,104,2,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900098,2019-11-05,BOS @ CLE,W,240,48,85,0.565,12,30,0.4,11,15,0.733,4,41,45,24,5,12,14,23,119,6,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900112,2019-11-07,BOS @ CHA,W,240,40,93,0.43,10,33,0.303,18,23,0.783,11,41,52,29,13,5,13,19,108,21,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900127,2019-11-09,BOS @ SAS,W,240,48,94,0.511,14,37,0.378,25,28,0.893,7,36,43,28,11,11,9,25,135,20,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900141,2019-11-11,BOS vs. DAL,W,240,41,86,0.477,15,35,0.429,19,25,0.76,10,36,46,25,4,5,9,27,116,10,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900156,2019-11-13,BOS vs. WAS,W,240,49,96,0.51,16,36,0.444,26,29,0.897,10,34,44,32,5,5,12,26,140,7,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900173,2019-11-15,BOS @ GSW,W,240,37,91,0.407,13,33,0.394,18,23,0.783,11,36,47,24,13,5,14,24,105,5,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900184,2019-11-17,BOS @ SAC,L,240,34,82,0.415,10,30,0.333,21,24,0.875,10,36,46,26,7,3,15,14,99,-1,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900195,2019-11-18,BOS @ PHX,W,240,37,89,0.416,12,41,0.293,13,17,0.765,11,41,52,22,12,5,17,21,99,14,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900212,2019-11-20,BOS @ LAC,L,265,41,104,0.394,12,45,0.267,10,14,0.714,18,35,53,26,11,2,18,22,104,-3,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900222,2019-11-22,BOS @ DEN,L,240,33,81,0.407,7,27,0.259,19,23,0.826,5,35,40,21,12,6,13,19,92,-4,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900244,2019-11-25,BOS vs. SAC,W,240,38,85,0.447,7,30,0.233,20,23,0.87,11,27,38,20,10,4,12,16,103,1,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900253,2019-11-27,BOS vs. BKN,W,240,43,97,0.443,13,34,0.382,22,24,0.917,19,36,55,23,10,5,14,17,121,11,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900267,2019-11-29,BOS @ BKN,L,240,41,93,0.441,9,28,0.321,16,21,0.762,16,32,48,16,11,7,19,14,107,-5,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900285,2019-12-01,BOS @ NYK,W,240,41,93,0.441,15,41,0.366,16,22,0.727,16,28,44,25,5,7,14,28,113,9,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900310,2019-12-04,BOS vs. MIA,W,240,35,79,0.443,16,41,0.39,26,32,0.813,10,36,46,21,8,8,11,20,112,19,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900323,2019-12-06,BOS vs. DEN,W,240,44,82,0.537,13,35,0.371,7,8,0.875,4,33,37,21,5,5,16,23,108,13,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900344,2019-12-09,BOS vs. CLE,W,240,45,78,0.577,15,27,0.556,5,8,0.625,5,34,39,22,8,9,18,19,110,22,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900357,2019-12-11,BOS @ IND,L,240,43,87,0.494,14,36,0.389,17,22,0.773,8,36,44,25,6,4,15,27,117,-5,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900367,2019-12-12,BOS vs. PHI,L,240,42,91,0.462,11,31,0.355,14,17,0.824,9,24,33,24,4,7,6,25,109,-6,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900413,2019-12-18,BOS @ DAL,W,240,35,86,0.407,12,38,0.316,27,30,0.9,14,40,54,13,3,4,16,21,109,6,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900422,2019-12-20,BOS vs. DET,W,240,45,86,0.523,9,27,0.333,15,21,0.714,13,38,51,24,13,9,20,19,114,21,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900440,2019-12-22,BOS vs. CHA,W,240,46,88,0.523,14,32,0.438,13,16,0.813,10,47,57,25,2,9,13,24,119,26,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900455,2019-12-25,BOS @ TOR,W,240,46,92,0.5,14,33,0.424,12,14,0.857,13,32,45,26,7,3,19,22,118,16,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900466,2019-12-27,BOS vs. CLE,W,240,49,95,0.516,14,40,0.35,17,19,0.895,12,31,43,28,4,10,11,23,129,12,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900473,2019-12-28,BOS vs. TOR,L,240,31,78,0.397,7,32,0.219,28,36,0.778,7,24,31,18,11,4,15,17,97,-16,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900497,2019-12-31,BOS @ CHA,W,240,44,97,0.454,14,38,0.368,7,10,0.7,15,39,54,25,12,9,13,16,109,17,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900517,2020-01-03,BOS vs. ATL,W,240,41,93,0.441,6,25,0.24,21,29,0.724,12,42,54,23,9,7,13,16,109,3,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900529,2020-01-04,BOS @ CHI,W,240,43,82,0.524,8,19,0.421,17,21,0.81,13,31,44,22,10,5,20,22,111,7,1,Boston Celtics,BOS,2019-20,Regular Season
22019,1610612738,BOS,Boston Celtics,0021900542,2020-01-06,BOS @ WAS,L,240,33,95,0.347,8,37,0.216,20,26,0.769,16,39,55,17,7,8,17,20,94,-5,1,Boston Celtics,BOS,2019-20,Regular Season
